Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
18265716,Food Ka Adda,1,Gurgaon,"Plot 481, Ground Floor, Phase 5, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",770.859.902,284.988.926,"North Indian, Chinese, South Indian",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
18382370,iKitchen,1,Gurgaon,"Plot 477, Sector 18, Sarhaul, Phase IV, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",7.707.016.754,2.849.064.636,"North Indian, Chinese, Italian",650,Indian Rupees(Rs.),No,Yes,No,No,2,0,White,Not rated,2
18421451,Knights Kitchen,1,Gurgaon,"93-B, Phase 5, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",770.836.521,284.996.537,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18427204,Ku-Kukdu-Ku,1,Gurgaon,"Near DCB ATM, Vimal Yadav Wali Galli, Sarhaul Village, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",770.665.649,284.872.533,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18352171,Mogambo Kitchen,1,Gurgaon,"Plot 581, Phase 5, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",770.834.007,284.978.821,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18458633,Noore-e-Seva,1,Gurgaon,"Shop 3, Huda Market, Sarahel, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",770.671.777,28.490.597,"Mughlai, Biryani",150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18306504,Premier Bite,1,Gurgaon,"243, Phase 1, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",7.708.617,285.128.925,"North Indian, Chinese, South Indian",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
18458319,Renu Sweets & Restaurant,1,Gurgaon,"Main Market Sarhaol, Opposite Siemens Company, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",770.693.753,284.909.024,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18463955,Street Foods by Punjab Grill,1,Gurgaon,"Location Varies, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",77.081.314,284.999.667,"Street Food, North Indian",600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,1
18337883,Tpot,1,Gurgaon,"Plot 241, Smile Group, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",77.085.902,28.509.468,Cafe,400,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,1
18391145,Uttrakhand Bohra Bhojnalaya & Fast Food,1,Gurgaon,"Main Sarhol Village, Opposite Siemens Office, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",770.683.497,284.907.415,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18277216,Uttrakhand Dhaba,1,Gurgaon,"Near Ram Chowk, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",770.762.102,285.114.797,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
312592,Tea Halt,1,Gurgaon,"Ground Floor, Unitech Cyber Park, Sector 39, Gurgaon","Unitech Cyber Park, Sector 39, Gurgaon","Unitech Cyber Park, Sector 39, Gurgaon, Gurgaon",770.555.019,28.443.247,Cafe,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,82
9273,Dunkin' Donuts,1,Gurgaon,"7, Tower C, Unitech Cyber Park, Sector 39, Gurgaon","Unitech Cyber Park, Sector 39, Gurgaon","Unitech Cyber Park, Sector 39, Gurgaon, Gurgaon",770.563.348,284.429.124,"Burger, Desserts, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,302
309134,Indian Bistro Company,1,Gurgaon,"Unit 3, Tower B, Unitech Cyber Park, Sector 39, Gurgaon","Unitech Cyber Park, Sector 39, Gurgaon","Unitech Cyber Park, Sector 39, Gurgaon, Gurgaon",7.705.503.501,2.844.359.498,North Indian,750,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,276
18458638,Department of Food and Social Affair,1,Gurgaon,"Unitech Cyber Park, Behind Tower A, Sector 39, Gurgaon","Unitech Cyber Park, Sector 39, Gurgaon","Unitech Cyber Park, Sector 39, Gurgaon, Gurgaon",0,0,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18337882,Tpot,1,Gurgaon,"Unitech Cyber Park, Sector 39, Gurgaon, Gurgaon","Unitech Cyber Park, Sector 39, Gurgaon","Unitech Cyber Park, Sector 39, Gurgaon, Gurgaon",770.563.114,284.435.939,Cafe,800,Indian Rupees(Rs.),No,Yes,No,No,2,0,White,Not rated,3
18237342,Anaaj,1,Gurgaon,"Food Court, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",770.714.665,285.096.403,"North Indian, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,7
18383550,Au Bon Pain,1,Gurgaon,"New Food court, 12-A, Ground Floor, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",7.707.236.174,2.851.055.995,"Cafe, Bakery",600,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,8
302243,Cafe Coffee Day,1,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",770.715.115,28.509.779,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,10
18294576,Cafe Friends,1,Gurgaon,"Shop 14, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",770.712.658,285.095.992,"Cafe, Fast Food, Street Food",600,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,31
18233603,Chinese Bistro,1,Gurgaon,"Food Court, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",770.714.665,285.096.403,Chinese,600,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,5
304182,Dunkin' Donuts,1,Gurgaon,"Unit 2, Ground Floor, Amenity Block, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",770.715.115,28.509.779,"Burger, Desserts, Fast Food",600,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,87
18396424,Madras Coffee House,1,Gurgaon,"Unit 7, SEZ Block 4 Aminity, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",770.720.511,285.103.687,South Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,4
9967,McDonald's,1,Gurgaon,"3, Ground Floor, Amenity Block, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",770.714.215,285.096.807,"Fast Food, Burger",500,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,35
18350125,Nukkadwala,1,Gurgaon,"Unit 7, SEZ Block 4 Aminity, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",7.707.199.864,2.851.028.625,"Fast Food, Street Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,25
302248,Salad Chef,1,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",7.707.128.014,285.095.226,"Healthy Food, Fast Food, Salad",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,44
310531,Subway,1,Gurgaon,"Food Court, Ground Floor, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",770.715.115,28.509.779,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,27
312708,Tea Halt,1,Gurgaon,"Food Court, Basement, Amenity Block, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",770.715.115,28.509.779,Cafe,400,Indian Rupees(Rs.),No,Yes,No,No,1,2.7,Orange,Average,14
18175288,The Kachori Co.,1,Gurgaon,"Amenity Block, Unitech Infospace, Old Delhi-Gurgaon Road, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",770.714.703,285.096.854,Street Food,200,Indian Rupees(Rs.),No,No,No,No,1,2.5,Orange,Average,11
18124368,Urban Dhaba,1,Gurgaon,"Food Court, Basement 1, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",770.714.665,285.096.403,North Indian,700,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,11
18371415,A Piece of Paris,1,Gurgaon,"Next to Citibank ATM, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",770.716.878,28.510.247,"Desserts, Bakery",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,43
305687,Chaayos,1,Gurgaon,"Amenity Block, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",770.715.115,285.096.894,"Cafe, Tea",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,127
309642,Doughlicious,1,Gurgaon,"Unit 11, Ground Floor, Amenity Block, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",7.707.169.354,2.850.969.289,"Bakery, Desserts, Fast Food",550,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,60
18273546,Eggers Madhouse,1,Gurgaon,"15, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",770.713.316,285.096.721,Fast Food,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,51
18349911,Live Wok,1,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",770.714.215,285.096.807,"Chinese, Asian, Thai",500,Indian Rupees(Rs.),Yes,No,No,No,2,3.6,Yellow,Good,45
300652,Orange Chopsticks,1,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",7.707.144.342,2.850.954.204,"Chinese, Thai, Asian",1300,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.5,Yellow,Good,200
302239,Pizzoccheri,1,Gurgaon,"Block 4, Unitech Infospace, Opposite IDPL, Old Delhi Gurgaon Road, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",7.707.135.793,2.850.954.764,"Fast Food, Pizza",800,Indian Rupees(Rs.),Yes,No,No,No,2,3.6,Yellow,Good,76
18458317,Creamy Innovation,1,Gurgaon,"Counter 7, Food Court, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",0,0,Bakery,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
18237348,Dosa Republic,1,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",770.714.665,285.096.403,South Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
18311959,Giani's,1,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",770.716.464,285.096.576,"Ice Cream, Desserts",250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
309308,Chai Point,1,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",770.717.813,285.099.843,"Tea, Fast Food",200,Indian Rupees(Rs.),No,Yes,No,No,1,2.4,Red,Poor,49
301559,Latitude - Vivanta By Taj,1,Gurgaon,"Vivanta by Taj, Near HUDA City Center Metro Station, Sector 44, Gurgaon","Vivanta by Taj, Sector 44, Gurgaon","Vivanta by Taj, Sector 44, Gurgaon, Gurgaon",770.700.953,284.562.499,"North Indian, Mediterranean, European, Asian, Chinese, Pizza",3500,Indian Rupees(Rs.),Yes,No,No,No,4,3.8,Yellow,Good,305
301562,Thai Pavilion - Vivanta By Taj,1,Gurgaon,"Vivanta by Taj, Near HUDA City Center Metro Station, Sector 44, Gurgaon","Vivanta by Taj, Sector 44, Gurgaon","Vivanta by Taj, Sector 44, Gurgaon, Gurgaon",770.701.624,284.559.543,"Thai, Asian",4000,Indian Rupees(Rs.),Yes,No,No,No,4,4,Green,Very Good,219
311480,3H Kitchen,1,Gurgaon,"B-70, Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon",770.310.152,285.088.255,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,15
303866,Manish Sweets & Bakers,1,Gurgaon,"Shop 59, Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon",770.313.937,285.085.989,"Mithai, Bakery, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,5
4188,Oasis Kitchen,1,Gurgaon,"S-161, Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon",770.316.635,285.088.043,"Chinese, North Indian",250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,6
311844,Ramchandra Chinese Food,1,Gurgaon,"C-145, Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon",770.309.826,28.508.564,"Chinese, Fast Food",250,Indian Rupees(Rs.),No,Yes,No,No,1,2.7,Orange,Average,10
308681,Sona Chinese,1,Gurgaon,"C-124, Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon",770.308.539,285.090.845,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,14
2817,The Pastry Hut,1,Gurgaon,"S-73, Palam Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon",770.313.937,285.088.678,"Bakery, Desserts",150,Indian Rupees(Rs.),No,Yes,No,No,1,2.9,Orange,Average,13
5927,Aggarwal Sweets & Restaurant,1,Gurgaon,"B-89, Vyaapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon",770.311.238,285.088.417,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
301734,Bhoomika,1,Gurgaon,"39, Ground Floor, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",770.842.702,284.604.845,"Bakery, Desserts",250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,6
309851,FoodZilla,1,Gurgaon,"UGF-126, 1st Floor, Vyapar Kendra, C Block, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",770.841.917,284.603.512,"Chinese, Assamese",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,153
300097,Goli Vada Pav No. 1,1,Gurgaon,"180, Ground Floor, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",770.839.756,284.598.562,Street Food,150,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,151
18466966,Indo Chinese,1,Gurgaon,"178, Ground Floor, Vyapar Kendra, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",0,0,"North Indian, Chinese",200,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,12
306524,Kathi Junction,1,Gurgaon,"GF-23, Ground Floor, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",770.836.521,284.606.579,Fast Food,400,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,89
1453,Romi da Dhaba,1,Gurgaon,"GF-177, Sushant Vyapar Kendra, Sushant Lok 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.083.832,284.600.476,North Indian,550,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,122
1451,Shamji Snacks,1,Gurgaon,"54, Vyapar Kendra, Block C, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",770.843.266,284.602.296,"Mithai, Street Food, South Indian, Chinese, North Indian",400,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,83
300082,The Lunch Break,1,Gurgaon,"UGF-9, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",770.835.622,2.846.047,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,7
313479,Veg O Non,1,Gurgaon,"181, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",770.843.266,28.459.871,North Indian,650,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,21
9122,Alwar Sweets,1,Gurgaon,"GF-40, Opposite Mother Dairy, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",770.842.816,284.603.598,"Mithai, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,66
3559,Bakers Oven,1,Gurgaon,"9, Ground Floor, Vyaapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.083.832,284.606.752,"Bakery, Desserts",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,69
18265678,Burgzz Bee,1,Gurgaon,"GF-179, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",770.840.568,284.599.348,"Burger, Fast Food",250,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,60
2165,Chinese Corner,1,Gurgaon,"GF-174, Vyapar Kendra, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",770.839.219,284.597.873,"Chinese, Thai",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,369
6769,Iroha,1,Gurgaon,"GF-144-146, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",770.832.025,284.599.872,"Bakery, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,63
18441791,Chaudhary Burfi Wala,1,Gurgaon,"Shop 38, Vyapar Kendra, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",770.843.266,284.605.883,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
1454,Curry 'n' Phulka,1,Gurgaon,"GF-1, Vyapar Kendra, Block C, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",770.837.421,284.607.562,"North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.4,Red,Poor,83
6775,Wah Ji Wah,1,Gurgaon,"100, Ground Floor, Vyapar Kendra, C Block, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",770.832.256,284.605.726,North Indian,400,Indian Rupees(Rs.),No,Yes,No,No,1,2.2,Red,Poor,142
306043,Woods Spice,1,Gurgaon,"Woods Resort, H Block, Greenwood City, Near Sector 45, Gurgaon","Woods Resort, Gurgaon","Woods Resort, Gurgaon, Gurgaon",770.573.475,284.428.081,"Continental, North Indian",1300,Indian Rupees(Rs.),Yes,No,No,No,3,3.2,Orange,Average,36
2100712,Mocha,1,Guwahati,"Anil Plaza 2, G.S Road, Christian Basti, Guwahati","Anil Plaza, Christian Basti","Anil Plaza, Christian Basti, Guwahati",91.773.932,2.616.149,"Cafe, Italian",800,Indian Rupees(Rs.),No,No,No,No,3,4.6,Dark Green,Excellent,394
2100478,Terra Mayaa Restaurant and Lounge,1,Guwahati,"6th Floor, Anil Plaza 2, G.S. Road, Christian Basti, Guwahati","Anil Plaza, Christian Basti","Anil Plaza, Christian Basti, Guwahati",9.177.393.191,261.614.901,"North Indian, Continental, Italian, Chinese",1400,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good,360
18384506,The Basement Cafaa,1,Guwahati,"R.G. Baruah Road, Near Guwahati Commerece College, Chandmari, Guwahati",Chandmari,"Chandmari, Guwahati",9.177.524.608,261.802.428,Cafe,600,Indian Rupees(Rs.),No,No,No,No,2,4.7,Dark Green,Excellent,126
2100108,Strawberry Fields,1,Guwahati,"Chakradhar Villa, Opposite All India Radio, Chandmari, Guwahati",Chandmari,"Chandmari, Guwahati",9.177.495.472,2.618.470.185,Cafe,500,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good,290
2100921,Brooklyn Blues,1,Guwahati,"4th Floor, Dona Planet Mall, G. S. Road, Christian Basti, Guwahati",Christian Basti,"Christian Basti, Guwahati",0,0,"Continental, European",1400,Indian Rupees(Rs.),No,No,No,No,3,4.2,Green,Very Good,110
2100565,Confucius,1,Guwahati,"Near VLCC, G.S. Road, Christian Basti, Guwahati",Christian Basti,"Christian Basti, Guwahati",9.177.739.722,2.615.735,"Chinese, Thai",750,Indian Rupees(Rs.),No,No,No,No,3,4.1,Green,Very Good,304
2100870,The Woking Mama,1,Guwahati,"4th Floor, Dona Planet Multiplex Mall, D. Neog Path, GS Road, Christian Basti, Guwahati",Christian Basti,"Christian Basti, Guwahati",0,0,"Chinese, Thai, Japanese, Asian",1300,Indian Rupees(Rs.),No,No,No,No,3,4.4,Green,Very Good,129
2100861,Underdoggs Sports Bar & Grill,1,Guwahati,"1st Floor, Central Mall, G.S. Road, Sree Nagar, Christian Basti, Guwahati",Christian Basti,"Christian Basti, Guwahati",0,0,"North Indian, Continental",1650,Indian Rupees(Rs.),No,No,No,No,4,4.4,Green,Very Good,222
18381932,The Zouq : Resto-Cafe,1,Guwahati,"1st Floor, Royal Orchard, House 1, By Lane 2, Near Arohan and Passport Office, Dispur, Guwahati",Dispur,"Dispur, Guwahati",0,0,"Cafe, North Indian, Italian",500,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good,124
18397909,BrewBakes,1,Guwahati,"Near Six Mile Flyover, above Domino's Pizza, Six Mile, Guwahati G.S. Road",Six Mile,"Six Mile, Guwahati",91.806.493,2.613.298.761,"Cafe, Continental, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,4,Green,Very Good,28
2100702,Barbeque Nation,1,Guwahati,"2nd Floor, Adityam Building, Ulubari, Guwahati",Ulubari,"Ulubari, Guwahati",91.759.857,26.172.119,North Indian,1500,Indian Rupees(Rs.),No,No,No,No,4,4.9,Dark Green,Excellent,774
2100101,Yo! China,1,Guwahati,"1st Floor, Adityam Building,Borthakur Mall Road, Ulubari, Guwahati",Ulubari,"Ulubari, Guwahati",9.175.816.667,26.171,Chinese,800,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good,327
2100322,4 Seasons,1,Guwahati,"Opposite Institute of Social Science, Bhuban Road, Uzan Bazaar, Guwahati",Uzan Bazaar,"Uzan Bazaar, Guwahati",9.175.316.667,2.619.166.667,"Chinese, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,142
2100784,11th Avenue Cafe Bistro,1,Guwahati,"Opposite Assam State Museum, Dighalipukhuri, Tayabullah Road, Uzan Bazaar, Guwahati",Uzan Bazaar,"Uzan Bazaar, Guwahati",9.175.231.431,2.618.600.148,"Cafe, American, Italian, Continental",400,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good,377
2100849,Cafaa Riverrun,1,Guwahati,"47, Mahatma Gandhi Road, Uzan Bazaar, FabIndia Building, Guwahati ",Uzan Bazaar,"Uzan Bazaar, Guwahati",9.175.386.279,2.619.376.437,"Continental, Juices, Cafe, Desserts, Salad, Italian",500,Indian Rupees(Rs.),No,No,No,No,2,4.2,Green,Very Good,99
18480196,Fat Belly,1,Guwahati,"Opposite Rabindra Bhawan, GNB Road, Ambari, Dighalipukhuri East, Uzan Bazaar, Guwahati",Uzan Bazaar,"Uzan Bazaar, Guwahati",9.175.222.128,2.618.571.587,"Asian, Chinese, Tibetan",500,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good,25
2100719,The Corner Cafe,1,Guwahati,"Navin Bhawan, Lamb Road, Ambari, Uzan Bazaar Guwahti, Uzan Bazaar, Guwahati",Uzan Bazaar,"Uzan Bazaar, Guwahati",0,0,"Cafe, Continental",850,Indian Rupees(Rs.),No,No,No,No,3,4.1,Green,Very Good,179
2100676,Chung Fa,1,Guwahati,"Zoo Narengi Road, Geetanagar, Zoo Tiniali Area, Guwahati, Zoo Tiniali, Guwahati",Zoo Tiniali,"Zoo Tiniali, Guwahati",91.783,2.617.266.667,Chinese,600,Indian Rupees(Rs.),No,No,No,No,2,4.3,Green,Very Good,369
